annotation_id,conversation_id,tweet_id,clean_text,raw_text,timestamp,message_index,sampling_bucket,writing_style_bucket,intent_label,annotation_status,annotator_notes
dev_00263,542120,542119,Just got charged fucking $50 for an @115821 prime account that I didn't even know I had.,Just got charged fucking $50 for an @115821 prime account that I didn't even know I had.,2017-12-02T15:53:56Z,0,payment_billing,medium,payment_billing,reviewed,multi-intent; primary outcome selected
dev_00264,728470,728467,@294519 We request you to pay the charges to get your handset repaired. (2/2),@294519 We request you to pay the charges to get your handset repaired. (2/2),2017-09-27T10:45:12Z,13,payment_billing,medium,payment_billing,reviewed,
dev_00265,837842,837837,@AmazonHelp Also as per rules no one can sell at highr price then at least it's ur responsibility tht u had to tell the seller before they join amazon.,@AmazonHelp Also as per rules no one can sell at highr price then at least it's ur responsibility tht u had to tell the seller before they join amazon.,2017-10-13T10:33:13Z,8,payment_billing,medium,payment_billing,reviewed,multi-intent; primary outcome selected
dev_00266,918914,918910,@AmazonHelp sir I lost my login details I can't login just have your bill nd mobile cover so tell me how to get duplicate invoice,@AmazonHelp sir I lost my login details I can't login  just have your bill nd mobile cover so tell me how to get duplicate invoice,2017-10-21T11:39:10Z,8,payment_billing,medium,payment_billing,reviewed,multi-intent; primary outcome selected
dev_00267,980142,980128,@AmazonHelp I didn't receive one of the product that is earphone splitter. However I was charged for both the products. Please help,@AmazonHelp I didn't receive one of the product that is earphone splitter. However I was charged for both the products. Please help,2017-11-02T18:26:23Z,26,payment_billing,medium,payment_billing,reviewed,multi-intent; primary outcome selected
dev_00268,1146583,1146584,When @115821 charges your account twice for one product??,When @115821 charges your account twice for one product??,2017-10-15T16:41:59Z,0,payment_billing,medium,payment_billing,reviewed,multi-intent; primary outcome selected
dev_00269,1253339,1253338,"@AmazonHelp Yes, that's the one. I was setting up my tab. in the hospital and seem to have added a bunch of apps that charge / I do not use.","@AmazonHelp Yes, that's the one. I was setting up my tab. in the hospital and seem to have added a bunch of apps that charge / I do not use.",2017-10-26T06:05:18Z,2,payment_billing,medium,payment_billing,reviewed,
dev_00270,1322902,1322900,@115850 (1/3) I shop on Amazon to get discounted price not to pay price which is more than MRP. I've bought dettol refil pack 1500 ml on,@115850 (1/3) I shop on Amazon to get discounted price not to pay price which is more than MRP. I've bought dettol refil pack 1500 ml on,2017-10-27T09:56:44Z,0,payment_billing,medium,payment_billing,reviewed,
dev_00271,1424221,1424220,@115830 can you tell me what this charge is for? I’ve looked in my purchases and nothing there it’s still pending too? https://t.co/tSilc251A5,@115830 can you tell me what this charge is for? I’ve looked in my purchases and nothing there it’s still pending too? https://t.co/tSilc251A5,2017-11-02T10:14:14Z,0,payment_billing,medium,payment_billing,reviewed,
dev_00272,1516506,1516507,@115821 Also after given the 5th it was delayed as well so 5 changes total and now you have ever charged me so how will you make this right,@115821 Also after given the 5th it was delayed as well so 5 changes total and now you have ever charged me so how will you make this right,2017-10-16T23:59:13Z,1,payment_billing,medium,payment_billing,reviewed,
dev_00273,1569609,1569610,@115850 @1404 @AmazonHelp Why lightning deals price is higher than normal selling price? Public fooled on name of lightning deals🤔 https://t.co/j6gPRCdX9h,"@115850 @1404 @AmazonHelp
Why lightning deals price is higher than normal selling price?
Public fooled on name of lightning deals🤔 https://t.co/j6gPRCdX9h",2017-11-04T16:03:28Z,0,payment_billing,medium,payment_billing,reviewed,
dev_00274,1610390,1610389,when i load cash in amazon pay through debit card then i will eligible for 20% back or not? @115850,when i load cash in amazon pay through debit card then i will eligible for 20% back or not? @115850,2017-11-05T10:32:39Z,0,payment_billing,medium,payment_billing,reviewed,
dev_00275,1730190,1730185,@AmazonHelp Will I get charged international fees for buying on amazon.ca?,@AmazonHelp Will I get charged international fees for buying on amazon.ca?,2017-11-07T11:39:43Z,2,payment_billing,medium,payment_billing,reviewed,
dev_00276,1740741,1740740,@AmazonHelp Mind you this is after $500 in charges already last weekend,@AmazonHelp Mind you this is after $500 in charges already last weekend,2017-10-29T04:01:18Z,7,payment_billing,medium,payment_billing,reviewed,
dev_00277,1899874,1899871,@AmazonHelp why is it impossible to get a descent invoice on your web interface ?!?,@AmazonHelp why is it impossible to get a descent invoice on your web interface ?!?,2017-10-18T12:48:13Z,0,payment_billing,medium,payment_billing,reviewed,
dev_00278,2346265,2346263,@115850 @1384 @AmazonHelp ....In Amazon pay Mobile recharge section Jio ₹51 booster pack not available https://t.co/rIOaZQxw8r,@115850 @1384 @AmazonHelp ....In Amazon pay Mobile recharge section Jio ₹51 booster pack not available https://t.co/rIOaZQxw8r,2017-11-13T15:38:12Z,0,payment_billing,medium,payment_billing,reviewed,
dev_00279,2681987,2681989,@AmazonHelp Hi. I have amazon Prime student and the payment is scheduled in April. I received a charge today for £8 for no reason.,@AmazonHelp Hi. I have amazon Prime student and the payment is scheduled in April. I received a charge today for £8 for no reason.,2017-11-25T23:24:57Z,0,payment_billing,medium,payment_billing,reviewed,multi-intent; primary outcome selected
dev_00280,214328,214325,wooooow amazon charged me again smfh,wooooow amazon charged me again smfh,2017-11-20T06:49:36Z,0,payment_billing,short,payment_billing,reviewed,
dev_00281,318879,318878,Amazon charged me twice 😒,Amazon charged me twice 😒,2017-10-07T10:36:52Z,0,payment_billing,short,payment_billing,reviewed,
dev_00282,401577,401578,.@115821 do you price match or nah?,.@115821 do you price match or nah?,2017-10-09T19:32:41Z,0,payment_billing,short,payment_billing,reviewed,
dev_00283,522503,522504,#AmazonRechargesQuiz @AmazonHelp winner?,#AmazonRechargesQuiz @AmazonHelp  winner?,2017-12-02T04:12:21Z,0,payment_billing,short,payment_billing,reviewed,
dev_00284,683729,683730,@AmazonHelp do you price match?!,@AmazonHelp do you price match?!,2017-11-23T12:20:33Z,0,payment_billing,short,payment_billing,reviewed,
dev_00285,973645,973644,@115850 facing issues with my payment,@115850 facing issues with my payment,2017-10-22T08:56:30Z,0,payment_billing,short,payment_billing,reviewed,high-risk language; escalation decision is separate
dev_00286,991965,991966,@AmazonHelp To get my payment,@AmazonHelp To get my payment,2017-10-15T07:49:39Z,6,payment_billing,short,payment_billing,reviewed,
dev_00287,1038501,1038502,@AmazonHelp can u reverse the charge tho,@AmazonHelp can u reverse the charge tho,2017-10-23T02:39:29Z,2,payment_billing,short,payment_billing,reviewed,
dev_00288,1053556,1053553,@AmazonHelp recharge of amount 399,@AmazonHelp recharge of amount 399,2017-10-23T14:52:34Z,3,payment_billing,short,payment_billing,reviewed,
dev_00289,1122706,1106506,@AmazonHelp Yes coz of payment failure,@AmazonHelp Yes coz of payment failure,2017-10-15T09:12:00Z,2,payment_billing,short,payment_billing,reviewed,
dev_00290,1184693,1719697,@AmazonHelp Payment done already,@AmazonHelp Payment done already,2017-11-07T07:03:16Z,9,payment_billing,short,payment_billing,reviewed,
dev_00291,1383882,1383885,Wtf Amazon Prime just charged me 😤😡,Wtf Amazon Prime just charged me 😤😡,2017-10-28T07:21:08Z,0,payment_billing,short,payment_billing,reviewed,multi-intent; primary outcome selected
dev_00292,1621089,665476,@115850 Whts da price,@115850 Whts da price,2017-10-21T15:38:30Z,20,payment_billing,short,payment_billing,reviewed,
dev_00293,2453247,2453245,@AmazonHelp I got charged.....,@AmazonHelp I got charged.....,2017-10-30T02:33:11Z,4,payment_billing,short,payment_billing,reviewed,
dev_00294,2483736,2483732,@AmazonHelp No. 8 Recharged,@AmazonHelp No. 8 Recharged,2017-10-30T00:27:14Z,2,payment_billing,short,payment_billing,reviewed,
dev_00295,2511469,2511467,@AmazonHelp Just a charge,@AmazonHelp Just a charge,2017-10-30T06:00:22Z,2,payment_billing,short,payment_billing,reviewed,
dev_00296,2698927,2698928,@AmazonHelp It won't turn on or charge,@AmazonHelp It won't turn on or charge,2017-11-19T20:12:29Z,2,payment_billing,short,payment_billing,reviewed,
dev_00297,2855228,2855229,@120474 do you provide vat invoices?,@120474 do you provide vat invoices?,2017-11-27T20:42:38Z,0,payment_billing,short,payment_billing,reviewed,
dev_00298,2931934,2845568,@115850 Price Please @115850 @791498,@115850 Price Please @115850 @791498,2017-11-27T17:37:16Z,314,payment_billing,short,payment_billing,reviewed,
dev_00299,2983672,2983673,@AmazonHelp Where to get invoice ..,"@AmazonHelp 
Where to get invoice ..",2017-11-30T05:44:32Z,0,payment_billing,short,payment_billing,reviewed,
dev_00300,62397,62392,"@AmazonHelp Funcionáis mejor que Netflix, con un peering mejor y American Gods está a la altura de series míticas como Sense8, y encima gratis con la suscripción de Prime, o sea un feedback de 10/10.","@AmazonHelp Funcionáis mejor que Netflix, con un peering mejor y American Gods está a la altura de series míticas como Sense8, y encima gratis con la suscripción de Prime, o sea un feedback de 10/10.",2017-11-26T01:08:51Z,3,prime_membership,long,prime_membership,reviewed,
dev_00301,144187,144188,"Ich freue mich ja immer über sowas @116316, aber ich habe schon Prime. 🤔 (Vielleicht solltet ihr das nächste mal darauf achten, an welche Menschen ihr eure Briefe schickt. 😅) https://t.co/wfHhLNkwcq","Ich freue mich ja immer über sowas @116316, aber ich habe schon Prime. 🤔 (Vielleicht solltet ihr das nächste mal darauf achten, an welche Menschen ihr eure Briefe schickt. 😅) https://t.co/wfHhLNkwcq",2017-11-24T13:21:44Z,0,prime_membership,long,prime_membership,reviewed,non-English or multilingual text
dev_00302,150604,150602,"@AmazonHelp Punkt 1 OK habe selbst früher im Bereich Logistik Gearbeitet Kann ich Nachvollziehen Wenn Ware "" aufgeteilt wird auf verschieden Lager"" Punkt 2 &gt; Mir selbst würde es wenig ausmachen ABER die Kids die Enttäuscht rum sitzen nachdem ich Gesagt habe KOMMT heute DA Prime Versand ;)","@AmazonHelp Punkt 1 OK  habe selbst früher im Bereich Logistik Gearbeitet Kann ich Nachvollziehen Wenn Ware "" aufgeteilt wird auf verschieden Lager""
Punkt 2 &gt; Mir selbst würde es wenig ausmachen ABER die Kids die Enttäuscht rum sitzen nachdem ich Gesagt habe KOMMT heute DA Prime Versand ;)",2017-11-24T15:27:09Z,2,prime_membership,long,prime_membership,reviewed,non-English or multilingual text
dev_00303,276493,269868,"@AmazonHelp @130687 El primer día no llegaron, al parecer la máquina se fue a dar un paseo y no estaba en su sitio para recibir los paquetes. Curioso https://t.co/SdGxytu7Ad","@AmazonHelp @130687 El primer día no llegaron, al parecer la máquina se fue a dar un paseo y no estaba en su sitio para recibir los paquetes. Curioso https://t.co/SdGxytu7Ad",2017-10-06T01:30:13Z,2,prime_membership,long,prime_membership,reviewed,
dev_00304,553319,553324,"Dites @120533 sur mes 6 dernières commandes: 3 ont été en retard et 1 endommagée/rapatriée par le livreur (sans aucune présentation, je suppose que le colis était vraiment moche), ça sert encore vraiment d'être #Prime ?","Dites @120533 sur mes 6 dernières commandes: 3 ont été en retard et 1 endommagée/rapatriée par le livreur (sans aucune présentation, je suppose que le colis était vraiment moche), ça sert encore vraiment d'être #Prime ?",2017-12-02T19:37:54Z,0,prime_membership,long,prime_membership,reviewed,non-English or multilingual text
dev_00305,666982,666976,"@AmazonHelp Decía que para el viernes. Pero no es la primera vez que lo hace Estafeta, hasta me dicen ""está muy lejos"" aunque sea dos días antes de lo estipulado. La gente se organiza, trabajo, etc. Para recibir el paquete.","@AmazonHelp Decía que para el viernes. Pero no es la primera vez que lo hace Estafeta, hasta me dicen ""está muy lejos"" aunque sea dos días antes de lo estipulado. La gente se organiza, trabajo, etc. Para recibir el paquete.",2017-11-23T04:56:44Z,2,prime_membership,long,prime_membership,reviewed,
dev_00306,676963,4843,@116313 AmazonPrime発送で詐欺の恐れはありますか？ Nintendo Switchを購入したいんですが 親にAmazon販売.発送じゃないという事を理由に断られました AmazonPrimeは安心なのでしょうか AmazonPrimeの商品はAmazonが責任を持って自宅に届けてもらえるのでしょうか？ それとも販売ショップからの発送ですか？,"@116313 AmazonPrime発送で詐欺の恐れはありますか？
Nintendo Switchを購入したいんですが
親にAmazon販売.発送じゃないという事を理由に断られました

AmazonPrimeは安心なのでしょうか

AmazonPrimeの商品はAmazonが責任を持って自宅に届けてもらえるのでしょうか？
それとも販売ショップからの発送ですか？",2017-11-22T12:48:05Z,5,prime_membership,long,prime_membership,reviewed,non-English or multilingual text
dev_00307,704317,704318,"@AmazonHelp Hi, last month I signed up for unlimited music for my amazon echo (3.99) and last week I also signed up for amazon prime (7.99) albeit a 30 day trial for now, does my prime subs cover my echo subs or do I need to do both separate?","@AmazonHelp Hi, last month I signed up for unlimited music for my amazon echo (3.99) and last week I also signed up for amazon prime (7.99) albeit a 30 day trial for now, does my prime subs cover my echo subs or do I need to do both separate?",2017-11-23T19:13:54Z,0,prime_membership,long,prime_membership,reviewed,multi-intent; primary outcome selected
dev_00308,1741773,1741772,"@AmazonHelp If you can't provide the correct level of customer service I've come to expect, then I'll go shop in the stores. Amazon has been reliable for YEARS, and suddenly you can't deliver anything anymore? I'M NOT HAPPY AND I'M REVIEWING MY OPTIONS. I DON'T NEED AMAZON PRIME....","@AmazonHelp If you can't provide the correct level of customer service I've come to expect, then I'll go shop in the stores. Amazon has been reliable for YEARS, and suddenly you can't deliver anything anymore? I'M NOT  HAPPY AND I'M REVIEWING MY OPTIONS. I DON'T NEED AMAZON PRIME....",2017-11-08T13:44:41Z,3,prime_membership,long,prime_membership,reviewed,multi-intent; primary outcome selected
dev_00309,1771853,1771853,@AmazonHelp Just to wait a couple more days. I’m patient but it’s just I’m a Prime customer and spend a lot with Amazon so was disappointing to be told it was on its way by 8pm to only be rescheduled at 6.15pm. Apparently it’s coming today now.,@AmazonHelp Just to wait a couple more days. I’m patient but it’s just I’m a Prime customer and spend a lot with Amazon so was disappointing to be told it was on its way by 8pm to only be rescheduled at 6.15pm. Apparently it’s coming today now.,2017-11-08T01:34:57Z,2,prime_membership,long,prime_membership,reviewed,
dev_00310,2167082,2167080,Och @116316 prime lieferung klappt eig super. Aber immer wenn man wirklich was am nächsten tag braucht bekommt man am liefertag die mitteilung dass es doch später kommt.....warum,Och @116316 prime lieferung klappt eig super. Aber immer wenn man wirklich was am nächsten tag braucht bekommt man am liefertag die mitteilung dass es doch später kommt.....warum,2017-11-09T09:02:10Z,0,prime_membership,long,prime_membership,reviewed,
dev_00311,2721677,2721679,"@AmazonHelp Warum muss ich als Prime-Mitglied bei Verkauf&amp;Versand durch Amazon für Verpackung und Versand € 3,60 zahlen wenn ich eine Ware um rund € 350.— kaufe??? #WTF","@AmazonHelp Warum muss ich als Prime-Mitglied bei Verkauf&amp;Versand durch Amazon für Verpackung und Versand € 3,60 zahlen wenn ich eine Ware um rund € 350.— kaufe??? #WTF",2017-11-20T10:12:22Z,0,prime_membership,long,prime_membership,reviewed,non-English or multilingual text
dev_00312,2829461,2829454,"Salut @120533 , la livraison prévue jeudi qui n'est toujours pas arrivée parce que vos transporteurs puent la merde, on en parle ? Le prime à 50e/année commence un peu à me faire mal au cul. Bisous","Salut @120533 , la livraison prévue jeudi qui n'est toujours pas arrivée parce que vos transporteurs puent la merde, on en parle ? Le prime à 50e/année commence un peu à me faire mal au cul. Bisous",2017-11-27T12:29:36Z,0,prime_membership,long,prime_membership,reviewed,non-English or multilingual text
dev_00313,2837054,2837055,@AmazonHelp Received Card Not Present alert from AMEX that Prime membership was added... Not sure if this is valid or fraudulent transaction. Not sure when Prime should renew. Where can I see my Prime membership details on mobile app?,@AmazonHelp Received Card Not Present alert from AMEX that Prime membership was added... Not sure if this is valid or fraudulent transaction. Not sure when Prime should renew. Where can I see my Prime membership details on mobile app?,2017-11-27T15:11:33Z,0,prime_membership,long,prime_membership,reviewed,multi-intent; primary outcome selected; high-risk language; escalation decision is separate
dev_00314,2877826,2877825,Hey @117795 Prime photo app now has annoying badge icon count that won’t go away because I’ve run out of space for videos. I just want picture backup in that case. And even that seems to have permanently stalled,Hey @117795 Prime photo app now has annoying badge icon count that won’t go away because I’ve run out of space for videos. I just want picture backup in that case. And even that seems to have permanently stalled,2017-11-28T06:52:04Z,0,prime_membership,long,prime_membership,reviewed,
dev_00315,2885302,2885303,@AmazonHelp I live in japan and I requested invitation on 11/8 for the echo plus. But I still never received an invitation. Can you please give us status update?#AmazonEcho #amazonjp #AmazonPrime,@AmazonHelp I live in japan and I requested invitation on 11/8 for the echo plus.  But I still never received an invitation. Can you please give us status update?#AmazonEcho #amazonjp #AmazonPrime,2017-11-18T16:54:05Z,0,prime_membership,long,prime_membership,reviewed,multi-intent; primary outcome selected
dev_00316,2894587,2894582,"@AmazonHelp Oui, j'ai reçu un mail aujourd'hui a 14:30 donc déjà quasiment 1semaines après l'envoi.. Je pense avoir été très patient et gentil mais ça ne va pas continuer longtemps si ça doit prendre 1semaines de + ! Je paie un prime a 50e pour être livré rapidement et je dois att 2semaines?","@AmazonHelp Oui, j'ai reçu un mail aujourd'hui a 14:30 donc déjà quasiment 1semaines après l'envoi.. Je pense avoir été très patient et gentil mais ça ne va pas continuer longtemps si ça doit prendre 1semaines de + ! Je paie un prime a 50e pour être livré rapidement et je dois att 2semaines?",2017-11-28T17:11:44Z,7,prime_membership,long,prime_membership,reviewed,non-English or multilingual text
dev_00317,2949377,2949376,"@AmazonHelp Je devais recevoir ma manette d'xbox aujourd'hui, je l'ai pas reçu tout simplement. J'ai fais expres de prendre amazon prime pour le recevoir le plus rapidement et vous respectez même pas vos engagements.","@AmazonHelp Je devais recevoir ma manette d'xbox aujourd'hui, je l'ai pas reçu tout simplement. J'ai fais expres de prendre amazon prime pour le recevoir le plus rapidement et vous respectez même pas vos engagements.",2017-11-29T17:05:40Z,2,prime_membership,long,prime_membership,reviewed,non-English or multilingual text
dev_00318,2981062,2981060,"@AmazonHelp The rep I’m currently speaking with (Amanda) says she refreshed the page and my account says Prime Student??? But when I look at it, it just says Prime and that I’m now paying $10.99/mo.","@AmazonHelp The rep I’m currently speaking with (Amanda) says she refreshed the page and my account says Prime Student??? But when I look at it, it just says Prime and that I’m now paying $10.99/mo.",2017-11-30T05:05:29Z,4,prime_membership,long,prime_membership,reviewed,multi-intent; primary outcome selected
dev_00319,2981884,2981885,The Good News: I think I’m getting over this #flu and my #fever is gone. The Bad News: my thermometer broke and the only kind @115821 had that I could get today was a pacifier one 😂 #AmazonPrime #AmazonPrimeNow https://t.co/MlGJv7RO7Y,The Good News: I think I’m getting over this #flu and my #fever is gone. The Bad News: my thermometer broke and the only kind @115821 had that I could get today was a pacifier one 😂 #AmazonPrime #AmazonPrimeNow https://t.co/MlGJv7RO7Y,2017-11-30T04:23:02Z,0,prime_membership,long,prime_membership,reviewed,
dev_00320,180066,180069,@AmazonHelp Prime geht bei mir noch bis einschließlich zum 7. oder doch nur bis zum 6. ? https://t.co/ppjmBCd4xK,@AmazonHelp Prime geht bei mir noch bis einschließlich zum 7. oder doch nur bis zum 6. ? https://t.co/ppjmBCd4xK,2017-10-04T09:59:34Z,0,prime_membership,medium,prime_membership,reviewed,
dev_00321,332456,332459,#experiment #update1 Courier - Amazon transportation services Expectations raised @115850 #AmazonGreatIndianFestival #amazonprime,"#experiment
#update1
Courier - Amazon transportation services
Expectations raised
@115850 #AmazonGreatIndianFestival 
#amazonprime",2017-10-07T10:30:42Z,1,prime_membership,medium,delivery_tracking,reviewed,multi-intent; primary outcome selected
dev_00322,430053,430057,"@AmazonHelp i will never share my details with you and my bank will also never do that, you should write to our prime minister for that","@AmazonHelp i will never share my details with you and my bank will also never do that, you should write to our prime minister for that",2017-10-11T01:50:39Z,20,prime_membership,medium,prime_membership,reviewed,
dev_00323,583479,583481,@AmazonHelp Is this the prime advantage y’all were talking about? How does a mailbox close? just own that you can’t do 2-day anymore lol https://t.co/equA7r5rsg,@AmazonHelp Is this the prime advantage y’all were talking about? How does a mailbox close? just own that you can’t do 2-day anymore lol https://t.co/equA7r5rsg,2017-12-03T14:05:56Z,0,prime_membership,medium,prime_membership,reviewed,
dev_00324,781627,781624,@AmazonHelp I am asking if i can have the list of release dates of every upcoming movie and tv show on prime video 🤔,@AmazonHelp I am asking if i can have the list of release dates of every upcoming movie and tv show on prime video 🤔,2017-10-12T07:08:04Z,2,prime_membership,medium,prime_membership,reviewed,
dev_00325,851664,851670,Primera y última vez que compro en @116875 ! Pésimo servicio y atención😡,Primera y última vez que compro en @116875 ! Pésimo servicio y atención😡,2017-10-18T22:22:30Z,0,prime_membership,medium,prime_membership,reviewed,non-English or multilingual text
dev_00326,1429551,1429552,"Was bringt eig. ""Garantiertes Lieferdatum"", wenn es sowieso nicht eingehalten wird? @115821 ich scheiss auf euren Prime Dreck.","Was bringt eig. ""Garantiertes Lieferdatum"", wenn es sowieso nicht eingehalten wird?  @115821 ich scheiss auf euren Prime Dreck.",2017-10-16T17:58:34Z,0,prime_membership,medium,prime_membership,reviewed,
dev_00327,1544599,1544598,@119625 why all harry Potter movies on prime is not available in hindi😔,@119625 why all harry Potter movies on prime is not available in hindi😔,2017-11-04T05:00:31Z,0,prime_membership,medium,prime_membership,reviewed,
dev_00328,1553210,1553192,@AmazonHelp Si....está más que verificado....te digo que llevo 1 año siendo Prime y nunca he tenido problemas....,@AmazonHelp Si....está más que verificado....te digo que llevo 1 año siendo Prime y nunca he tenido problemas....,2017-11-04T10:54:41Z,18,prime_membership,medium,prime_membership,reviewed,
dev_00329,1722495,343687,@AmazonHelp J'achetais beaucoup chez vous et je suis en Prime mais ça va changer.,@AmazonHelp J'achetais beaucoup chez vous et je suis en Prime mais ça va changer.,2017-11-07T15:49:35Z,22,prime_membership,medium,prime_membership,reviewed,non-English or multilingual text
dev_00330,1881133,1881134,@AmazonHelp do you help with prime photos? because the search by keyword function is a literal joke/disaster. faces also useless.,@AmazonHelp do you help with prime photos? because the search by keyword function is a literal joke/disaster. faces also useless.,2017-11-08T05:23:48Z,0,prime_membership,medium,prime_membership,reviewed,
dev_00331,2093950,2093953,"@AmazonHelp donc si vous étiez plus ""client friendly"" vous n'auriez pas perdu un client prime ... à noter aussi de votre côté !","@AmazonHelp donc si vous étiez plus ""client friendly"" vous n'auriez pas perdu un client prime ... à noter aussi de votre côté !",2017-11-08T11:40:50Z,11,prime_membership,medium,prime_membership,reviewed,non-English or multilingual text
dev_00332,2102494,2094043,"@AmazonHelp Nel mio, vero e con prime, l'ordine risulta in consegna il 10 novembre. Il quello simulato invece https://t.co/dczRI8YTwn","@AmazonHelp Nel mio, vero e con prime, l'ordine risulta in consegna il 10 novembre.
Il quello simulato invece https://t.co/dczRI8YTwn",2017-11-08T11:01:53Z,2,prime_membership,medium,prime_membership,reviewed,
dev_00333,2142919,2142920,Hoy hice mi primer pedido en @116875 aver qué tal,Hoy hice  mi primer pedido en @116875  aver qué tal,2017-11-08T22:18:01Z,0,prime_membership,medium,prime_membership,reviewed,non-English or multilingual text
dev_00334,2294240,2294242,@AmazonHelp I cannot access my account - I have 2 accounts w same email from long ago. Can't reset my password for my account that has prime,@AmazonHelp I cannot access my account - I have 2 accounts w same email from long ago. Can't reset my password for my account that has prime,2017-10-19T19:53:38Z,0,prime_membership,medium,prime_membership,reviewed,multi-intent; primary outcome selected
dev_00335,2398231,2398232,"@115850 can you confirm the launching date of prime music in India? My saavn subscription is ending soon, will move my playlists to prime music.","@115850 can you confirm the launching date of prime music in India? My saavn subscription is ending soon, will move my playlists to prime music.",2017-11-14T13:15:01Z,0,prime_membership,medium,prime_membership,reviewed,
dev_00336,2452838,2452833,@AmazonHelp There is an offer going on through Vodafone so to get that offer I have to buy through Amazon prime app only.,@AmazonHelp There is an offer going on through Vodafone so to get that offer I have to buy through Amazon prime app only.,2017-10-29T18:31:27Z,3,prime_membership,medium,prime_membership,reviewed,
dev_00337,2709932,2709931,"@AmazonHelp He comprado muchísimas veces en Amazon y es la primera vez que me pasa! No dudo que se vayan a quedar el dinero, pero justo me dejan sin limite.","@AmazonHelp He comprado muchísimas veces en Amazon y es la primera vez que me pasa! No dudo que se vayan a quedar el dinero, pero justo me dejan sin limite.",2017-11-20T01:56:06Z,2,prime_membership,medium,prime_membership,reviewed,
dev_00338,2891804,2891803,Hi @115821 why doesn’t my @116090 prime account work for the US?,Hi @115821 why doesn’t my @116090 prime account work for the US?,2017-11-28T14:59:43Z,0,prime_membership,medium,prime_membership,reviewed,multi-intent; primary outcome selected
dev_00339,2925597,2925587,@AmazonHelp They gave me credit for a month of prime.. equals 9 bucks... I lost over 100 $ by not having these parts,@AmazonHelp They gave me credit for a month of prime.. equals 9 bucks... I lost over 100 $ by not having these parts,2017-11-29T03:22:41Z,4,prime_membership,medium,prime_membership,reviewed,
dev_00340,435102,435103,@115821 student prime is the best!,@115821 student prime is the best!,2017-10-10T16:30:11Z,0,prime_membership,short,prime_membership,reviewed,
dev_00341,524851,524852,ドキュメンタル観たすぎるから Amazon prime契約しよかな🖥✔️,"ドキュメンタル観たすぎるから
Amazon prime契約しよかな🖥✔️",2017-12-02T05:43:14Z,0,prime_membership,short,prime_membership,reviewed,non-English or multilingual text
dev_00342,579918,579919,ちょっと話戻しますけど、Amazon prime会員になりたいです。,ちょっと話戻しますけど、Amazon prime会員になりたいです。,2017-12-03T10:54:57Z,0,prime_membership,short,prime_membership,reviewed,non-English or multilingual text
dev_00343,669163,669164,もやもやさまぁ～ずamazon primeで配信してんのか,もやもやさまぁ～ずamazon primeで配信してんのか,2017-11-23T04:41:17Z,0,prime_membership,short,prime_membership,reviewed,non-English or multilingual text
dev_00344,911525,911521,いつの間にかAmazon prime会員に・・・。それも年間・・・。,いつの間にかAmazon　prime会員に・・・。それも年間・・・。,2017-10-21T07:01:02Z,0,prime_membership,short,prime_membership,reviewed,non-English or multilingual text
dev_00345,967239,967240,@115850 How to signup for Prime Trial?,@115850 How to signup for Prime Trial?,2017-10-14T03:40:39Z,0,prime_membership,short,prime_membership,reviewed,
dev_00346,1255447,1255445,@116928 Los beneficios de Prime sin duda,@116928 Los beneficios de Prime sin duda,2017-11-21T16:53:44Z,2,prime_membership,short,prime_membership,reviewed,
dev_00347,1484733,1484734,Amazon Primeで良かった！,Amazon Primeで良かった！,2017-11-03T03:25:03Z,0,prime_membership,short,prime_membership,reviewed,non-English or multilingual text
dev_00348,1632501,1632493,@AmazonHelp Prime now,@AmazonHelp Prime now,2017-11-05T20:07:57Z,2,prime_membership,short,prime_membership,reviewed,
dev_00349,1860204,1860200,"@AmazonHelp Prime 2 day, like always.","@AmazonHelp Prime 2 day, like always.",2017-11-26T08:21:53Z,2,prime_membership,short,prime_membership,reviewed,
dev_00350,2408694,2408689,@116316 Prime for Belgian students?,@116316 Prime for Belgian students?,2017-11-14T15:56:26Z,0,prime_membership,short,prime_membership,reviewed,
dev_00351,2515911,2515912,amazon prime now からボジョレーをこれから配達すると連絡が来た,amazon prime now からボジョレーをこれから配達すると連絡が来た,2017-11-15T15:11:54Z,0,prime_membership,short,prime_membership,reviewed,non-English or multilingual text
dev_00352,2531732,2531733,@115850 When is Prime Music launching?,@115850 When is Prime Music launching?,2017-10-30T10:55:48Z,0,prime_membership,short,prime_membership,reviewed,
dev_00353,2603093,2603094,Comprare Nesquik su Amazon Prime Now.,Comprare Nesquik su Amazon Prime Now.,2017-11-17T08:55:02Z,0,prime_membership,short,prime_membership,reviewed,
dev_00354,2790601,2790493,@AmazonHelp Hoy. Y és un producto Prime,@AmazonHelp Hoy. Y és un producto Prime,2017-11-21T20:32:34Z,8,prime_membership,short,prime_membership,reviewed,multi-intent; primary outcome selected; non-English or multilingual text
dev_00355,2825512,2825513,amazon prime musicにダンガンロンパの曲もあるのか、有能…,amazon prime musicにダンガンロンパの曲もあるのか、有能…,2017-11-27T10:08:36Z,0,prime_membership,short,prime_membership,reviewed,non-English or multilingual text
dev_00356,2852094,2852090,@AmazonHelp I'm also a prime member,@AmazonHelp I'm also a prime member,2017-11-27T20:16:14Z,3,prime_membership,short,prime_membership,reviewed,
