id,conversation_id,source_tweet_id,customer_message,raw_text,timestamp,sampling_bucket,writing_style,gold_intent,gold_decision,gold_response_characteristics,notes
gold_0156,2721764,2721762,@AmazonHelp Thanks. I've already organised replacements but the hassle of having to return two books to the post office is quite an inconvenience. Shopping online is meant to take the hassle away and make life easier. I'm really disappointed.,@AmazonHelp Thanks. I've already organised replacements but the hassle of having to return two books to the post office is quite an inconvenience. Shopping online is meant to take the hassle away and make life easier. I'm really disappointed.,2017-11-20T10:26:05Z,returns_refunds,long,returns_refunds,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0157,2827963,2827961,"@AmazonHelp Just checked, benefits were not used in both October and November, but you are only refunding for Nov. What about refunding the October membership fee?","@AmazonHelp Just checked, benefits were not used in both October and November, but you are only refunding for Nov. What about refunding the October membership fee?",2017-11-27T11:46:27Z,returns_refunds,long,returns_refunds,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0158,2858194,2858190,@AmazonHelp Dear AJ..i tweeted here since the chatdesk was clueless about Kohls returns.Amp your game. Please ! Ps:checked with friends..they cant return either.,@AmazonHelp Dear AJ..i tweeted here since the chatdesk was clueless about Kohls returns.Amp your game. Please ! Ps:checked with friends..they cant return either.,2017-11-27T21:59:06Z,returns_refunds,long,returns_refunds,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0159,710608,710606,@AmazonHelp I'm having to return them for refund but it's just a joke and a complete waste of my time,@AmazonHelp I'm having to return them for refund but it's just a joke and a complete waste of my time,2017-10-10T21:27:19Z,returns_refunds,medium,returns_refunds,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0160,847774,847775,@115850 My return is not picking upfor last 2days. Amazon service is pathetic and customers are the sufferer. Deliver people are rude,"@115850 
My return is not picking upfor last 2days. Amazon service is pathetic and customers are the sufferer. Deliver people are rude",2017-10-13T13:00:51Z,returns_refunds,medium,returns_refunds,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0161,1133051,1133017,@AmazonHelp now cc representatives are saying time elapsed for return. Failed to see where my fault is.,@AmazonHelp now cc representatives are saying time elapsed for return. Failed to see where my fault is.,2017-10-24T12:38:53Z,returns_refunds,medium,returns_refunds,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0162,1230275,1230272,@AmazonHelp That they was both to be refunded. The 7.99£ has apparently due to be refunded &amp; the 79.99£ hasn’t been confirmed in a email,@AmazonHelp That they was both to be refunded. The 7.99£ has apparently due to be refunded &amp; the 79.99£ hasn’t been confirmed in a email,2017-10-25T20:53:34Z,returns_refunds,medium,returns_refunds,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0163,1260231,1260221,@AmazonHelp I never got a refund for the item that i returned back 1 month ago. Trying to contact your cust service and they are unhelpful.,@AmazonHelp I never got a refund for the item that i returned back 1 month ago. Trying to contact your cust service and they are unhelpful.,2017-10-27T07:43:09Z,returns_refunds,medium,returns_refunds,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0164,1296556,1296554,@AmazonHelp I sent many emailS from link you gave. I was told a refund of £30.75 will be given on 27 september but no refund yet.Can u sort out ASAP,@AmazonHelp I  sent  many emailS from  link you gave. I was told a refund of  £30.75 will be given on 27 september but no refund yet.Can u sort out ASAP,2017-10-16T10:38:57Z,returns_refunds,medium,returns_refunds,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0165,2291061,2291062,@115850 pathetic service from Amazon. After a week not get my return..😡,@115850  pathetic service from Amazon. After a week not get my return..😡,2017-11-12T09:33:56Z,returns_refunds,medium,returns_refunds,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0166,2847400,2847401,@115830 I’m struggling to find how to return something please can you help?,@115830 I’m struggling to find how to return something please can you help?,2017-11-27T18:29:18Z,returns_refunds,medium,returns_refunds,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0167,345651,345647,@AmazonHelp Yes i returned the item,@AmazonHelp Yes i returned the item,2017-10-08T02:56:10Z,returns_refunds,short,returns_refunds,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0168,807313,807314,@115850 what is the process of refund,@115850 what is the process of refund,2017-10-12T17:45:42Z,returns_refunds,short,returns_refunds,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0169,1314651,1314650,@AmazonHelp Return has been completed.,@AmazonHelp Return has been completed.,2017-10-27T08:15:59Z,returns_refunds,short,returns_refunds,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0170,1577204,1577205,@115821 I want my money back.,@115821 I want my money back.,2017-11-04T18:28:34Z,returns_refunds,short,returns_refunds,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0171,1765430,1765431,@AmazonHelp where can I make a return?,@AmazonHelp where can I make a return?,2017-10-17T22:11:37Z,returns_refunds,short,returns_refunds,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0172,1967722,1967723,@AmazonHelp I just want a refund,@AmazonHelp I just want a refund,2017-10-31T14:00:07Z,returns_refunds,short,returns_refunds,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0173,2731182,2731183,@115850 hey where is my refund,@115850 hey where is my refund,2017-11-20T15:10:44Z,returns_refunds,short,returns_refunds,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0174,423524,423525,@AmazonHelp @115821 Bad experience.. New iPhone back camera not working..Poor response from customer care. Assigned Engineer not reachable and denies to reach out. Unable to reach customer care.,@AmazonHelp @115821 Bad experience.. New iPhone back camera not working..Poor response from customer care. Assigned Engineer not reachable and denies to reach out. Unable to reach customer care.,2017-10-10T10:26:05Z,seller_or_customer_service,long,seller_or_customer_service,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0175,612648,612647,@AmazonHelp I told the customer service reps that Apple and Google would replace Amazon in this market and he told me that Amazon didn’t care if I posted on social media because you would never be beat by the other companies. I will spend the next year posting my opinion and ask again.,@AmazonHelp I told the customer service reps that Apple and Google would replace Amazon in this market and he told me that Amazon didn’t care if I posted on social media because you would never be beat by the other companies.  I will spend the next year posting my opinion and ask again.,2017-11-22T15:37:50Z,seller_or_customer_service,long,seller_or_customer_service,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0176,2317332,2317333,Just got called a bitch like 4itmes by an Amazon rep named Dave or David because I thought it was not OK to get a call @ 1145pm!!! Thx @115821 for the best customer service ever!!!!😡,Just got called a bitch like 4itmes by an Amazon rep named Dave or David because I thought it was not OK to get a call @ 1145pm!!! Thx @115821 for the best customer service ever!!!!😡,2017-11-13T07:52:48Z,seller_or_customer_service,long,seller_or_customer_service,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0177,2369676,2369659,"@AmazonHelp @AmazonHelp the thing is I've explained everything to your so called customer service dept, yet they can't understand me, hang up or like last night just leave me on hold for an hour! Who can I talk to at Amazon that actually wants to help???","@AmazonHelp @AmazonHelp the thing is I've explained everything to your so called customer service dept, yet they can't understand me, hang up or like last night just leave me on hold for an hour! Who can I talk to at Amazon that actually wants to help???",2017-11-14T08:39:43Z,seller_or_customer_service,long,seller_or_customer_service,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0178,2377238,2377236,@AmazonHelp But don't you think that you need to take some actions if some one is damaging your reputation. More so I am willing to share and support Amazon against this menace and rogues,@AmazonHelp But don't you think that you need to take some actions if some one is damaging your reputation. More so I am willing to share and support Amazon against this menace and rogues,2017-11-14T07:49:01Z,seller_or_customer_service,long,seller_or_customer_service,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0179,2736209,2736210,"@AmazonHelp This page came up when I logged in to amazon, I topped up by £50 but haven’t received the bonus £5, tried speaking to amazon support with not much avail can you please advise https://t.co/iGC6C5fvtA","@AmazonHelp This page came up when I logged in to amazon, I topped up by £50 but haven’t received the bonus £5, tried speaking to amazon support with not much avail can you please advise https://t.co/iGC6C5fvtA",2017-11-20T20:07:52Z,seller_or_customer_service,long,seller_or_customer_service,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0180,2845610,2845610,"@AmazonHelp Apparently your ""executive customer services"" consider it dealt with. I have a daughter who doesn't feel safe in her own home. I am cross beyond belief. Is there any point?","@AmazonHelp Apparently your ""executive customer services"" consider it dealt with.  I have a daughter who doesn't feel safe in her own home. I am cross beyond belief.  Is there any point?",2017-11-28T14:07:08Z,seller_or_customer_service,long,seller_or_customer_service,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0181,2877064,2877061,"@AmazonHelp My complaint will be logged and then ignored; I’m under no illusion here. Amazon need to look at who is manning their phones but we know this isn’t going to happen, right?","@AmazonHelp My complaint will be logged and then ignored; I’m under no illusion here. Amazon need to look at who is manning their phones but we know this isn’t going to happen, right?",2017-11-28T06:49:16Z,seller_or_customer_service,long,seller_or_customer_service,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0182,2943176,2943177,@AmazonHelp Hi. Erm... I’m not Simon. And now I’m worried that the investigation into my complaint may have been sent to the wrong person too..?! https://t.co/CJsCEM9Ko8,@AmazonHelp Hi. Erm... I’m not Simon. And now I’m worried that the investigation into my complaint may have been sent to the wrong person too..?! https://t.co/CJsCEM9Ko8,2017-11-29T14:27:22Z,seller_or_customer_service,long,seller_or_customer_service,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0183,457733,457733,"@AmazonHelp Yes, I’ve unfortunately become quite well versed in contacting support for this exact issue.","@AmazonHelp Yes, I’ve unfortunately become quite well versed in contacting support for this exact issue.",2017-12-01T00:51:55Z,seller_or_customer_service,medium,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0184,751278,751271,@AmazonHelp Your amazon.ca technical support is unable to fix the problem because it's an https://t.co/fhwpuelAJx problem.,@AmazonHelp Your amazon.ca technical support is unable to fix the problem because it's an https://t.co/fhwpuelAJx problem.,2017-11-05T19:22:08Z,seller_or_customer_service,medium,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0185,766161,766161,@AmazonHelp I will but that is simply no longer acceptable. No amount of freebies &amp; great Customer Service makes up for consistently poor packaging.,@AmazonHelp I will but that is simply no longer acceptable. No amount of freebies &amp; great Customer Service makes up for consistently poor packaging.,2017-10-11T22:28:13Z,seller_or_customer_service,medium,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0186,790244,790245,@115850 I tried hard to contact your customer care representative but failed. IVR options sucks. Please contact asap.,@115850 I tried hard to contact your customer care representative but failed. IVR options sucks. Please contact asap.,2017-10-12T11:55:35Z,seller_or_customer_service,medium,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0187,1222603,1222603,@AmazonHelp Thanks I need to buy a tablet that supports it therefore I need to know in advance of buying it.,@AmazonHelp Thanks I need to buy a tablet that supports it therefore I need to know in advance of buying it.,2017-10-25T15:57:17Z,seller_or_customer_service,medium,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0188,1736797,1736796,"Hey @115850 i am trying to reach out to your customer service, but I am being disconnected again and again","Hey @115850 i am trying to reach out to your customer service, but I am being disconnected again and again",2017-11-07T08:39:00Z,seller_or_customer_service,medium,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0189,2355232,2355233,Latoya from @115821 baby registry. Thank you for being super helpful! Finally customer service that is great! 🤱🏼,Latoya from @115821 baby registry. Thank you for being super helpful! Finally customer service that is great! 🤱🏼,2017-11-13T19:08:49Z,seller_or_customer_service,medium,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0190,2424648,2424649,"@115821 has worst customer service, their service has declined over the last year","@115821 has worst customer service, their service has declined over the last year",2017-11-14T18:43:32Z,seller_or_customer_service,medium,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0191,2829561,2829559,@AmazonHelp Thank you Amazon for your wonderful customer service!,@AmazonHelp Thank you Amazon for your wonderful customer service!,2017-11-27T23:53:25Z,seller_or_customer_service,medium,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0192,2952231,2952232,Thanks @115821 for the great customer service center being available for my inquiry. I spoke with an agent after a few rings and all was sorted. 👌🏻,Thanks @115821 for the great customer service center being available for my inquiry. I spoke with an agent after a few rings and all was sorted. 👌🏻,2017-11-29T18:03:10Z,seller_or_customer_service,medium,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0193,95411,95412,@115821 has the worst customer service,@115821 has the worst customer service,2017-11-30T15:58:57Z,seller_or_customer_service,short,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0194,318804,318805,@AmazonHelp very poor customer service 😡,@AmazonHelp  very poor customer service 😡,2017-10-07T10:28:54Z,seller_or_customer_service,short,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0195,1231226,1231227,@AmazonHelp how can I file a complaint?,@AmazonHelp how can I file a complaint?,2017-10-25T21:08:50Z,seller_or_customer_service,short,seller_or_customer_service,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0196,1452402,1452403,What’s your customer care number @115850,What’s your customer care number @115850,2017-11-02T17:48:33Z,seller_or_customer_service,short,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0197,1485374,1480420,@115850 thank you for your support,@115850 thank you for your support,2017-11-03T07:20:06Z,seller_or_customer_service,short,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0198,1657370,1657371,@115821 support has gone to shit,@115821 support has gone to shit,2017-11-06T03:47:13Z,seller_or_customer_service,short,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0199,2845538,2845539,Your customer service is trash @115821,Your customer service is trash @115821,2017-11-27T17:54:36Z,seller_or_customer_service,short,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0200,2956987,2956988,@115821 your customer service is wack,@115821 your customer service is wack,2017-11-29T19:22:42Z,seller_or_customer_service,short,seller_or_customer_service,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
